"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"40448","53","53","0","0","0","0","0","0","0","0","0","0","0","Mc Kinney","KY"
"40456","9300","9122","13","27","8","1","5","65","59","1342","42","392","850","Mount Vernon","KY"
"40460","1129","1114","0","0","0","0","0","13","2","14","1","14","0","Orlando","KY"
"40461","3121","2947","26","1","19","0","1","35","92","1200","17","850","350","Paint Lick","KY"
"40464","1114","1081","3","1","3","0","0","18","8","500","1","0","500","Parksville","KY"
"40468","1807","1721","49","2","4","1","0","18","12","1105","8","500","605","Perryville","KY"
"40472","1679","1630","0","9","0","0","0","26","14","0","0","0","0","Ravenna","KY"
"40475","55803","49860","2895","142","548","21","91","988","1258","102542","524","59582","28742","Richmond","KY"
"40481","218","211","1","0","0","0","0","0","6","0","0","0","0","Sandgap","KY"
"40484","11612","10680","489","21","29","1","10","162","220","39872","24","2500","34082","Stanford","KY"
"40486","2223","2188","3","5","3","0","0","13","11","0","0","0","0","Tyner","KY"
"40489","4109","4003","17","6","1","0","0","27","55","5733","74","1658","400","Waynesburg","KY"
"40502","25709","22761","1100","29","627","9","22","371","790","668052","1598","291608","284514","Lexington","KY"
"40503","28003","24058","891","29","1263","6","56","397","1303","128958","628","54071","22888","Lexington","KY"
"40504","25655","16587","3189","58","403","14","44","486","4874","75230","324","22179","41985","Lexington","KY"
"40505","26040","17602","5141","67","194","17","67","570","2382","69822","192","53612","9403","Lexington","KY"
"40506","2802","2300","288","4","100","1","3","48","58","1510","3","0","500","Lexington","KY"
"40507","1757","1303","327","9","32","1","3","18","64","250830","142","90900","44445","Lexington","KY"
"40508","23569","13937","7093","66","750","7","30","458","1228","82399","414","64801","11965","Lexington","KY"
"40509","32364","23929","4610","58","1510","14","74","672","1497","263173","516","155214","62909","Lexington","KY"
"40510","1928","1416","306","6","38","2","3","28","129","34601","55","26850","5151","Lexington","KY"
"40511","31798","16497","9455","100","444","7","60","703","4532","255115","301","89594","137019","Lexington","KY"
"40513","10994","8860","315","15","1365","1","17","185","236","147538","325","62262","68658","Lexington","KY"
"40514","14647","12649","574","18","780","1","30","234","361","25336","256","8979","12731","Lexington","KY"
"40515","33595","28318","2362","63","1146","12","51","741","902","164866","528","100355","56753","Lexington","KY"
"40516","2877","2193","421","6","13","1","6","54","183","11153","30","6025","3445","Lexington","KY"
"40517","35227","24550","6409","73","841","14","81","1208","2051","26743","248","10179","13753","Lexington","KY"
"40601","49566","41391","4949","84","697","7","75","974","1389","448229","930","298489","121171","Frankfort","KY"
"40604","462","306","145","0","0","0","0","4","7","1850","10","750","350","Frankfort","KY"
"40701","29497","28567","78","98","164","2","12","269","307","33785","175","5380","15614","Corbin","KY"
"40729","5485","5305","81","9","4","0","2","52","32","70674","18","70199","475","East Bernstadt","KY"
"40734","3764","3694","2","4","4","0","3","28","29","1150","3","0","1150","Gray","KY"
"40737","1379","1324","0","13","1","0","0","30","11","0","0","0","0","Keavy","KY"
"40740","3321","3225","9","26","5","0","0","19","37","0","0","0","0","Lily","KY"
"40741","21875","21074","168","33","102","1","14","190","293","40088","86","21697","17419","London","KY"
"40743","229","228","1","0","0","0","0","0","0","21054","16","10525","5429","London","KY"
"40744","18334","17657","111","38","120","1","6","172","229","24458","41","16069","5914","London","KY"
"40759","2531","2481","5","3","4","1","0","21","16","450","1","0","450","Rockholds","KY"
"40763","469","457","0","0","0","0","0","8","4","0","0","0","0","Siler","KY"
"40769","18507","17829","178","42","52","7","5","220","174","6273","21","171","5802","Williamsburg","KY"
"40771","1068","1023","0","0","1","0","4","27","13","0","0","0","0","Woodbine","KY"
"40801","531","516","10","0","0","0","0","4","1","0","0","0","0","Ages Brookside","KY"
"40806","2499","2365","54","2","36","0","0","28","14","0","0","0","0","Baxter","KY"
"40807","337","317","17","1","0","0","0","2","0","207","1","0","0","Benham","KY"
"40808","99","97","0","0","0","0","0","2","0","0","0","0","0","Big Laurel","KY"
"40810","1548","1534","1","3","0","0","0","6","4","1277","3","1277","0","Bledsoe","KY"
"40813","669","657","0","1","0","0","0","10","1","0","0","0","0","Calvin","KY"
"40815","1534","1524","1","0","1","0","0","2","6","0","0","0","0","Cawood","KY"
"40816","78","77","0","0","0","0","0","1","0","0","0","0","0","Chappell","KY"
"40818","110","110","0","0","0","0","0","0","0","0","0","0","0","Coalgood","KY"
"40819","729","716","4","1","0","0","0","8","0","0","0","0","0","Coldiron","KY"
"40820","581","556","7","7","0","0","0","9","2","0","0","0","0","Cranks","KY"
"40823","4231","4049","95","1","3","1","2","38","42","335","18","0","335","Cumberland","KY"
"40824","559","551","2","2","0","0","0","1","3","850","6","0","850","Dayhoit","KY"
"40826","759","739","4","0","0","0","0","10","6","0","0","0","0","Eolia","KY"
"40827","674","671","0","0","0","0","0","1","2","0","0","0","0","Essie","KY"
"40828","3965","3790","94","3","2","0","0","46","30","0","0","0","0","Evarts","KY"
"40829","172","171","0","0","0","0","0","1","0","100","2","0","100","Grays Knob","KY"
"40830","301","299","0","0","0","0","0","2","0","0","0","0","0","Gulston","KY"
"40831","5150","4822","165","3","46","1","1","53","59","24500","9","20250","3000","Harlan","KY"
"40840","312","308","1","0","1","0","0","2","0","0","0","0","0","Helton","KY"
"40843","259","259","0","0","0","0","0","0","0","0","0","0","0","Holmes Mill","KY"
"40844","123","121","1","0","0","0","0","1","0","0","0","0","0","Hoskinston","KY"
"40845","635","631","0","3","0","0","0","0","1","0","0","0","0","Hulen","KY"
"40847","261","258","1","0","0","0","0","0","2","0","0","0","0","Kenvir","KY"
"40849","352","348","4","0","0","0","0","0","0","62","3","62","0","Lejunior","KY"
"40854","1213","1181","5","7","3","0","0","10","7","4026","4","3000","0","Loyall","KY"
"40855","860","669","175","1","2","0","0","5","8","250","1","0","0","Lynch","KY"
"40856","756","743","0","1","0","0","1","8","3","0","0","0","0","Miracle","KY"
"40858","397","397","0","0","0","0","0","0","0","5","1","0","0","Mozelle","KY"
"40862","647","640","0","4","0","0","0","3","0","0","0","0","0","Partridge","KY"
"40863","502","502","0","0","0","0","0","0","0","0","0","0","0","Pathfork","KY"
"40865","410","400","1","0","2","0","0","5","2","0","0","0","0","Putney","KY"
"40868","1100","1081","9","1","2","0","0","1","6","0","0","0","0","Stinnett","KY"
"40870","279","271","0","0","2","0","0","0","6","0","0","0","0","Totz","KY"
"40873","2390","2340","0","4","2","0","0","24","20","1324","9","0","200","Wallins Creek","KY"
"40874","504","502","0","0","0","0","0","2","0","0","0","0","0","Warbranch","KY"
"40902","1239","1219","0","1","1","0","0","6","12","0","0","0","0","Arjay","KY"
"40903","681","656","6","1","1","0","0","8","9","850","3","600","250","Artemus","KY"
"40906","11132","10569","296","35","17","4","3","118","90","14001","20","1100","7469","Barbourville","KY"
"40913","171","170","1","0","0","0","0","0","0","0","0","0","0","Beverly","KY"
"40914","467","458","0","2","3","0","0","4","0","0","0","0","0","Big Creek","KY"
"40915","896","874","5","1","0","0","0","8","8","500","1","500","0","Bimble","KY"
"40921","295","292","0","0","0","0","0","2","1","0","0","0","0","Bryants Store","KY"
"40923","735","727","2","0","0","0","0","2","4","25","1","0","25","Cannon","KY"
"40927","482","468","0","1","0","0","0","12","1","0","0","0","0","Closplint","KY"
"40935","2699","2643","9","2","0","0","0","22","23","750","3","250","0","Flat Lick","KY"
"40939","273","271","0","0","0","2","0","0","0","170","2","0","170","Fourmile","KY"
"40940","478","468","0","0","0","0","0","9","1","900","3","900","0","Frakes","KY"
"40941","251","248","0","0","0","0","0","0","3","0","0","0","0","Garrard","KY"
"40943","748","738","0","0","0","0","0","8","2","0","0","0","0","Girdler","KY"
"40946","220","219","0","1","0","0","0","0","0","0","0","0","0","Green Road","KY"
"40949","788","779","3","0","1","0","0","4","1","607","18","332","275","Heidrick","KY"
"40953","998","977","0","0","0","0","0","12","9","0","0","0","0","Hinkle","KY"
"40958","451","445","3","0","0","0","0","1","2","0","0","0","0","Kettle Island","KY"
"40962","19143","17699","847","29","19","2","5","154","388","9315","36","5000","3200","Manchester","KY"
"40964","151","145","1","1","1","0","0","0","3","0","0","0","0","Mary Alice","KY"
"40965","13570","12583","453","23","66","1","9","318","117","8325","15","450","1050","Middlesboro","KY"
"40972","1327","1244","52","1","4","1","0","15","10","375","5","0","250","Oneida","KY"
"40977","10362","10027","177","19","10","0","3","70","56","3772","33","116","3405","Pineville","KY"
"40979","148","147","0","0","0","0","0","0","1","0","0","0","0","Roark","KY"
"40982","388","382","0","0","0","0","0","0","6","0","0","0","0","Scalf","KY"
"40983","352","351","0","0","0","0","0","0","1","0","0","0","0","Sextons Creek","KY"
"40988","555","547","2","0","0","0","0","1","5","0","0","0","0","Stoney Fork","KY"
"40995","121","121","0","0","0","0","0","0","0","0","0","0","0","Trosper","KY"
"40997","371","369","0","0","0","0","0","1","1","0","0","0","0","Walker","KY"
"41001","16412","15981","71","15","92","2","3","118","130","18247","129","7534","5985","Alexandria","KY"
"41002","2510","2393","15","8","2","0","0","38","54","1245","6","720","300","Augusta","KY"
"41003","2786","2665","4","17","1","0","0","35","64","55","2","55","0","Berry","KY"
"41004","4122","4028","12","7","3","0","3","37","32","1289","7","0","770","Brooksville","KY"
"41005","22569","20862","493","60","244","20","22","326","542","14090","176","3766","4846","Burlington","KY"
"41006","4434","4326","13","9","15","0","0","38","33","2110","20","0","1703","Butler","KY"
"41007","4193","4121","7","4","7","0","0","34","20","3084","46","754","0","California","KY"
"41008","7457","6428","124","20","39","2","8","137","699","3900","30","1700","1910","Carrollton","KY"
"41010","3217","3132","7","5","2","0","2","31","38","424","9","324","100","Corinth","KY"
"41011","25872","20259","3573","59","163","19","79","612","1108","471824","546","98344","259058","Covington","KY"
"41014","6942","5522","887","16","11","17","26","283","180","1751","77","1714","0","Covington","KY"
"41015","20864","19467","456","26","114","11","39","421","330","152143","197","11995","10412","Latonia","KY"
"41016","6075","5779","88","11","16","0","6","70","105","6198","228","2310","1150","Covington","KY"
"41017","38940","36294","697","41","662","40","46","435","725","372502","710","134856","204905","Ft Mitchell","KY"
"41018","27345","23976","1196","40","200","39","40","557","1297","60002","642","6133","15070","Erlanger","KY"
"41030","6299","6095","39","13","14","4","0","57","77","2499","37","570","525","Crittenden","KY"
"41031","15886","15014","375","21","34","11","5","158","268","6258","29","800","1751","Cynthiana","KY"
"41033","1976","1938","3","4","3","0","0","7","21","1368","11","0","636","De Mossville","KY"
"41034","1032","992","22","1","6","0","0","8","3","2585","26","0","2147","Dover","KY"
"41035","10785","10240","49","16","53","14","13","82","318","2717","67","1141","896","Dry Ridge","KY"
"41039","2502","2454","15","0","5","0","0","12","16","205","7","0","205","Ewing","KY"
"41040","7265","7081","28","11","9","1","2","70","63","1684","38","784","900","Falmouth","KY"
"41041","7153","6803","159","9","16","0","7","54","105","7954","62","2831","4595","Flemingsburg","KY"
"41042","49968","43285","1811","88","1211","52","82","857","2582","127156","365","15362","74672","Florence","KY"
"41043","1745","1718","2","1","2","0","0","11","11","475","3","200","25","Foster","KY"
"41044","1116","1101","6","0","0","0","1","4","4","0","0","0","0","Germantown","KY"
"41045","1273","1181","19","3","12","0","0","23","35","365","11","243","0","Ghent","KY"
"41046","1414","1356","1","1","0","0","3","13","40","204","1","0","0","Glencoe","KY"
"41048","13959","12728","275","16","289","0","20","238","393","51124","245","19781","20398","Hebron","KY"
"41049","2261","2213","2","1","9","1","2","14","19","125","5","125","0","Hillsboro","KY"
"41051","26796","25356","359","35","220","13","24","340","449","14415","127","2901","7988","Independence","KY"
"41052","107","107","0","0","0","0","0","0","0","0","0","0","0","Jonesville","KY"
"41055","1813","1711","49","0","2","0","0","21","30","773","24","373","400","Mayslick","KY"
"41056","14228","12577","1042","32","91","1","21","253","211","27938","110","14928","8425","Maysville","KY"
"41059","2712","2670","2","3","1","0","1","18","17","5617","66","806","930","Melbourne","KY"
"41062","35","35","0","0","0","0","0","0","0","0","0","0","0","Minerva","KY"
"41063","3378","3321","12","0","10","1","0","19","15","1299","34","684","125","Morning View","KY"
"41064","2073","2025","3","3","2","0","0","18","22","351","3","50","301","Mount Olivet","KY"
"41071","20869","17973","1421","30","149","2","41","550","703","39442","207","18433","15185","Newport","KY"
"41073","5955","5629","66","7","37","0","5","75","136","6706","76","2385","1915","Bellevue","KY"
"41074","5338","5108","27","6","14","3","6","85","89","1520","19","985","535","Dayton","KY"
"41075","16459","15656","207","9","146","3","18","181","239","70120","304","20592","42684","Fort Thomas","KY"
"41076","16468","15589","267","22","253","5","23","162","147","40982","198","11140","17656","Newport","KY"
"41080","1849","1796","0","4","4","0","0","22","23","250","4","0","250","Petersburg","KY"
"41083","1326","1250","12","0","2","0","0","13","49","0","0","0","0","Sanders","KY"
